ID,Time,Name,Amount,TypeName
1,20111018,¹¤×Ê,3200,¹¤×Ê
2,20111022,Îç²Í,-24,ÒûÊ³
3,20111023,¹«½»·Ñ,-2.7,½»Í¨
4,20111024,Îç²Í,-8,ÒûÊ³
5,20111024,Íí²Í,-8,ÒûÊ³
6,20111024,Ê³Æ·,-43.8,ÒûÊ³
7,20111024,×ÔÐÐ³µÍ£³µ·Ñ,-0.3,½»Í¨
8,20111025,×ÔÐÐ³µÍ£³µ·Ñ,-0.3,½»Í¨
9,20111025,Îç²Í,-8,ÒûÊ³
10,20111025,Íí²Í,-8,ÒûÊ³
11,20111026,Îç²Í,-8,ÒûÊ³
12,20111026,Íí²Í,-8,ÒûÊ³
13,20111027,ÀÍÎñ·Ñ,800,¹¤×Ê
14,20111027,Àí·¢,-7,ÈÕ³£Ö§³ö
15,20111027,Í£³µ·£¿î,-1,½»Í¨
16,20111027,×ÔÐÐ³µÍ£³µ·Ñ,-0.3,½»Í¨
17,20111027,Îç²Í,-10,ÒûÊ³
18,20111027,Íí²Í,-8,ÒûÊ³
19,20111027,Ìå¼ì±¨¸æ´òÓ¡·Ñ,-3,Ö°Òµ·¢Õ¹
20,20111028,Îç²Í,-8,ÒûÊ³
21,20111028,Íí²Í,-8,ÒûÊ³
22,20111029,Îç²Í,-8,ÒûÊ³
23,20111029,³ÔÍí²Í,-8,ÒûÊ³
24,20111030,×ÔÐÐ³µÍ£³µ·Ñ,-0.3,½»Í¨
25,20111030,Ï´ÒÂ·Û,-11.5,ÈÕ³£Ö§³ö
26,20111031,Îç²Í,-8,ÒûÊ³
27,20111031,Íí²Í,-8,ÒûÊ³
28,20111031,ÊÐÈË²ÅÖÐÐÄÎÀÉú·ÖÖÐÐÄµµ°¸ÍÐ¹Ü·Ñ,-240,Ö°Òµ·¢Õ¹
29,20111101,ÊÖ»ú»°·Ñ,-50,Í¨Ñ¶
30,20111101,Îç²Í,-8,ÒûÊ³
31,20111101,Íí²Í,-8,ÒûÊ³
32,20111102,Îç²Í,-8,ÒûÊ³
33,20111102,Íí²Í,-8,ÒûÊ³
34,20111102,ÐÞ³µ·Ñ,-5,½»Í¨
35,20111103,×ÔÐÐ³µÐÞ³µ·Ñ,-20,½»Í¨
36,20111103,Íí²Í,-8,ÒûÊ³
37,20111104,Îç²Í,-8,ÒûÊ³
38,20111104,³ÔÍí²Í,-8,ÒûÊ³
39,20111105,³ÔÎç²Í,-8,ÒûÊ³
40,20111105,³ÔÍí·¹,-8,ÒûÊ³
41,20111105,Ê¡Í¼Í£³µ·Ñ,-0.3,½»Í¨
42,20111105,º£¹¡´ó°ÓÍ£³µ·Ñ,-1,½»Í¨
43,20111106,Îç²Í,-8,ÒûÊ³
44,20111106,Íí²Í,-8,ÒûÊ³
45,20111106,Ôç²Í+ÁãÊ³,-51.6,ÒûÊ³
46,20111106,¼ÒÀÖ¸£Í£³µ·Ñ,-0.5,½»Í¨
47,20111107,Îç²Í,-8,ÒûÊ³
48,20111108,³ÔÎç²Í,-8,ÒûÊ³
49,20111108,³ÔÍí²Í,-8,ÒûÊ³
50,20111108,Ö°³Æ¼ÆËã»ú¿¼ÊÔ±¨Ãû·Ñ,-100,Ö°Òµ·¢Õ¹
51,20111109,Îç²Í,-8,ÒûÊ³
52,20111109,Íí²Í,-8,ÒûÊ³
53,20111110,Í£³µ·Ñ,-0.5,½»Í¨
54,20111110,¹¤×Ê,2747.71,¹¤×Ê
55,20111111,Îç²Í,-8,ÒûÊ³
56,20111111,Íí²Í,-8,ÒûÊ³
57,20111112,¸´Ï°×ÊÁÏ´òÓ¡·Ñ,-2.4,Ö°Òµ·¢Õ¹
58,20111112,Í£³µ·Ñ,-0.3,½»Í¨
59,20111112,Îç²Í,-8,ÒûÊ³
60,20111112,Íí²Í,-8,ÒûÊ³
61,20111113,Îç²Í,-8,ÒûÊ³
62,20111113,Íí²Í,-8,ÒûÊ³
63,20111113,µç·Ñ,-15.7,Ë®µç
64,20111114,Îç²Í,-8,ÒûÊ³
65,20111114,Íí²Í,-8,ÒûÊ³
66,20111115,Íí²Í,-8,ÒûÊ³
67,20111116,Îç²Í,-8,ÒûÊ³
68,20111116,Íí²Í,-8,ÒûÊ³
70,20111117,Îç²Í,-8,ÒûÊ³
71,20111117,Íí²Í,-8,ÒûÊ³
72,20111117,Âò»ÆÁ¬ËØ,-6,Ò½ÁÆ
73,20111116,´¿¾»Ë®Ë®Æ±,-33.7,ÒûÊ³
74,20111118,Îç²Í,-8.5,ÒûÊ³
75,20111118,Íí²Í,-10,ÒûÊ³
76,20111119,Îç²Í,-5,ÒûÊ³
77,20111119,Íí²Í,-8,ÒûÊ³
78,20111119,Ê¡Í¼Í£³µ·Ñ,-0.3,½»Í¨
79,20111120,Îç²Í,-8,ÒûÊ³
80,20111120,Íí²Í,-8,ÒûÊ³
81,20111121,Íí²Í,-8,ÒûÊ³
82,20111122,Îç²Í,-6,ÒûÊ³
83,20111122,Íí²Í,-8,ÒûÊ³
84,20111122,·¿×â,-400,·¿×â
85,20111123,Îç²Í,-8,ÒûÊ³
86,20111123,Íí²Í,-8,ÒûÊ³
87,20111124,Îç²Í,-8,ÒûÊ³
88,20111124,Íí²Í,-8,ÒûÊ³
89,20111124,Çë¿Í,-15,ÈË¼Ê¿ªÖ§
90,20111125,Îç²Í,-8.5,ÒûÊ³
91,20111125,Íí²Í,-10,ÒûÊ³
92,20111125,Ôç²Í+ÁãÊ³,-40.1,ÒûÊ³
93,20111125,¼ÒÀÖ¸£Í£³µ·Ñ,-0.5,½»Í¨
94,20111126,Îç²Í,-8,ÒûÊ³
95,20111126,Íí²Í,-8,ÒûÊ³
96,20111127,Îç²Í,-8,ÒûÊ³
97,20111127,Íí²Í,-8,ÒûÊ³
98,20111127,Ê¡Í¼Êé¹ÝÍ£³µ·Ñ,-0.3,½»Í¨
99,20111128,Îç²Í,-8,ÒûÊ³
100,20111128,Íí²Í,-8,ÒûÊ³
101,20111129,Îç²Í,-8,ÒûÊ³
102,20111129,Íí²Í,-8,ÒûÊ³
103,20111130,Îç²Í,-8,ÒûÊ³
104,20111130,¹«½»³µ·Ñ,-0.9,½»Í¨
105,20111201,Îç²Í,-8,ÒûÊ³
106,20111201,Íí²Í,-8,ÒûÊ³
107,20111201,²ÉÅ¯·Ñ,50,¹¤×Ê
109,20111202,Íí²Í,-8,ÒûÊ³
110,20111202,Îç²Í,-6,ÒûÊ³
111,20111203,Îç²Í,-8,ÒûÊ³
112,20111203,µ½Æû³µÕ¾µÄ¹«½»³µ·Ñ,-0.9,½»Í¨
113,20111203,À¥Ã÷µ½ÒËÁ¼µÄ³µ·Ñ,-18,½»Í¨
114,20111205,Îç²Í,-8,ÒûÊ³
115,20111205,Íí²Í,-8,ÒûÊ³
116,20111206,Îç²Í,-8,ÒûÊ³
117,20111206,Íí²Í,-8,ÒûÊ³
118,20111206,¹ºÎï¿¨,120,¹¤×Ê
119,20111207,ÓÊ¼Ä·Ñ,-3,Í¨Ñ¶
120,20111207,Îç²Í,-8,ÒûÊ³
121,20111207,Íí²Í,-8,ÒûÊ³
122,20111208,Îç²Í,-7,ÒûÊ³
123,20111208,Íí²Í,-8,ÒûÊ³
124,20111208,´òÓ¡Ö°³Æ¼ÆËã»ú×¼¿¼Ö¤,-1,Ö°Òµ·¢Õ¹
125,20111208,ÎÖ¶ûÂêÍ£³µ·Ñ,-0.5,½»Í¨
126,20111208,ÎÖ¶ûÂê²É¹ºÊ³Æ·,-57.2,ÒûÊ³
127,20111209,Îç²Í,-8,ÒûÊ³
128,20111209,Íí²Í,-8,ÒûÊ³
129,20111209,Ê¡Í¼×ÔÐÐ³µÍ£³µ·Ñ,-0.3,½»Í¨
130,20111209,½»ÊÖ»ú·Ñ50Ôª,-50,Í¨Ñ¶
131,20111210,¹¤×Ê,2900,¹¤×Ê
132,20111210,·¿×â,-400,·¿×â
133,20111210,Îç²Í,-8,ÒûÊ³
134,20111210,Íí²Í,-8,ÒûÊ³
135,20111211,Ö°³ÆÍâÓï±¨Ãû·Ñ,-50,Ö°Òµ·¢Õ¹
136,20111211,Îç²Í,-8,ÒûÊ³
137,20111211,Íí²Í,-8,ÒûÊ³
138,20111212,Îç²Í,-8,ÒûÊ³
139,20111212,Íí²Í,-8,ÒûÊ³
141,20111213,Íí²Í,-8,ÒûÊ³
143,20111214,Îç²Í,-10,ÒûÊ³
144,20111214,Íí²Í,-8,ÒûÊ³
145,20111214,EMS¿ìµÝ·Ñ,-24,Í¨Ñ¶
146,20111213,Îç²Í,-6,ÒûÊ³
147,20111215,Íí²Í,-8,ÒûÊ³
148,20111216,Çë¿ÆÊÒ³ÔÐ¡³Ô,-18,ÈË¼Ê¿ªÖ§
149,20111216,Îç²Í,-7,ÒûÊ³
150,20111216,Íí²Í,-8,ÒûÊ³
151,20111217,Îç²Í,-8,ÒûÊ³
152,20111217,Íí²Í,-8,ÒûÊ³
153,20111217,µá³ØÊé³ÇÍ£³µ·Ñ,-0.3,½»Í¨
154,20111218,Îç²Í,-7,ÒûÊ³
155,20111218,Íí²Í,-8,ÒûÊ³
156,20111218,µç·Ñ,-21.3,Ë®µç
157,20111219,Îç²Í,-8,ÒûÊ³
158,20111219,Íí²Í,-8,ÒûÊ³
159,20111219,µ³·Ñ,-25,Éç»á»î¶¯
160,20111219,½èÇØÀÏÊ¦µÄµ³·Ñ,-27,ÈË¼Ê¿ªÖ§
161,20111220,Îç²Í,-8,ÒûÊ³
162,20111220,Íí²Í,-8,ÒûÊ³
163,20111220,ÇØÀÏÊ¦¹é»¹Ç·¿î,27,¹é»¹Ç·¿î
164,20111221,Îç²Í,-8,ÒûÊ³
165,20111221,Íí²Í,-8,ÒûÊ³
166,20111222,ÇëÈ«¿Æ³Ô·¹,-300,ÈË¼Ê¿ªÖ§
167,20111222,Íí²Í,-8,ÒûÊ³
168,20111222,ÖÐ¹úµçÐÅÓªÒµÌüÃÅ¿ÚÍ£³µ·Ñ,-0.5,½»Í¨
169,20111223,Îç²Í,-8.5,ÒûÊ³
170,20111223,Íí²Í,-5.5,ÒûÊ³
171,20111223,ÎÖ¶ûÂê²É¹ºÊ³Æ·,-66.5,ÒûÊ³
172,20111223,²É¹ºÊÖÌ×¡¢Ã±×Ó,-47.8,ÈÕ³£ÓÃÆ·
173,20111223,¹ºÂò¶ú»ú,-23,ÈÕ³£ÓÃÆ·
174,20111223,ÎÖ¶ûÂêÃÅ¿ÚÍ£³µ·Ñ,-0.5,½»Í¨
175,20111224,Îç²Í,-8,ÒûÊ³
176,20111224,Ê¡Í¼Êé¹ÝÍ£³µ·Ñ,-0.3,½»Í¨
177,20111224,Âò¿ÚÕÖÁ½¸ö,-5.6,ÈÕ³£ÓÃÆ·
178,20111225,Îç²Í,-8,ÒûÊ³
179,20111225,Íí²Í,-8,ÒûÊ³
180,20111226,Íí²Í,-8,ÒûÊ³
181,20111227,Îç²Í,-8,ÒûÊ³
182,20111227,Íí²Í,-8,ÒûÊ³
183,20111228,Îç²Í,-8,ÒûÊ³
184,20111228,Íí²Í,-8,ÒûÊ³
185,20111229,À­¶Ç×ÓÂòÒ©,-26.4,Ò½ÁÆ
186,20111229,Íí²Í,-8,ÒûÊ³
187,20111230,Îç²Í,-8,ÒûÊ³
188,20111230,´ó¹Û¾ÆµêÍ£³µ·Ñ,-0.5,½»Í¨
189,20111231,´ÓÒ½Ôºµ½³µÕ¾µÄ¹«½»³µ·Ñ,-0.9,½»Í¨
190,20111231,´ÓÀ¥Ã÷µ½ÒËÁ¼µÄ³µ·Ñ,-18,½»Í¨
191,20120103,Ê¡Í¼Í£³µ·Ñ,-0.3,½»Í¨
192,20120103,Íí²Í,-8,ÒûÊ³
193,20120104,Îç²Í,-8,ÒûÊ³
194,20120104,Íí²Í,-8,ÒûÊ³
195,20120105,Îç²Í,-8.5,ÒûÊ³
196,20120105,Íí²Í,-8,ÒûÊ³
197,20120105,À¥Ã÷ÊÐÈËÁ¦×ÊÔ´ÖÐÐÄÍ£³µ·Ñ,-0.5,½»Í¨
198,20120106,Îç²Í,-10,ÒûÊ³
199,20120106,Íí²Í,-8,ÒûÊ³
200,20120107,Îç²Í,-6,ÒûÊ³
201,20120107,Ê¡Í¼Í£³µ·Ñ,-0.3,½»Í¨
202,20120107,Íí²Í,-8,ÒûÊ³
203,20120108,Îç²Í,-8,ÒûÊ³
204,20120108,È¥»ú³¡¹«½»³µ·Ñ,-2.7,½»Í¨
205,20120108,Íí²Í,-36,ÒûÊ³
206,20120109,Îç²Í,-8,ÒûÊ³
207,20120109,Íí²Í,-8,ÒûÊ³
208,20120110,Îç²Í,-8,ÒûÊ³
210,20120111,Îç²Í,-4.5,ÒûÊ³
211,20120111,2011Äê12ÔÂ·Ýµç·Ñ,-24.9,Ë®µç
213,20120111,·¿×â,-400,·¿×â
214,20120111,¹¤×Ê,2847.71,¹¤×Ê
215,20120112,Îç²Í,-8,ÒûÊ³
216,20120112,ÐÞµ¥³µ,-20,½»Í¨
217,20120112,ÄÏÆÁ½Öµ¥³µÍ£³µ·Ñ,-0.5,½»Í¨
218,20120112,ÏàÇ×£¬ÇëÈË³Ô·¹,-114,»éÁµ³É±¾
219,20120113,Ôªµ©´º½Ú¹ý½Ú·Ñ,507,¹¤×Ê
220,20120115,¹«½»·Ñ,-0.9,½»Í¨
221,20120116,Îç²Í,-8,ÒûÊ³
222,20120116,Íí²Í,-8,ÒûÊ³
223,20120116,ÎÀÉúÖ½,-2,ÈÕ³£ÓÃÆ·
224,20120117,Îç²Í,-8,ÒûÊ³
225,20120118,È¥KTVµÄµØ·½µÄ¹«½»·Ñ,-0.9,½»Í¨
226,20120119,Îç²Í,-8.5,ÒûÊ³
227,20120119,Íí²Í,-8,ÒûÊ³
228,20120119,ÐÞ×ÔÐÐ³µ,-18,½»Í¨
229,20120120,Îç²Í,-8,ÒûÊ³
230,20120120,Íí²Í,-9,ÒûÊ³
231,20120120,´òµÄ·Ñ,-16,½»Í¨
232,20120121,Îç²Í,-4.3,ÒûÊ³
233,20120121,È¥³µÕ¾µÄ¹«½»³µ·Ñ,-0.9,½»Í¨
234,20120123,»ØÒËÁ¼µÄ³µ·Ñ,-18,½»Í¨
235,20120122,Ñ¹ËêÇ®,500,ÆäËüÊÕÈë
236,20120127,Âò¿óÈªË®,-2,ÒûÊ³
237,20120128,¹«½»³µ·Ñ,-1,½»Í¨
238,20120128,ÒËÁ¼µ½À¥Ã÷µÄ³µ·Ñ,-18,½»Í¨
239,20120128,³µÕ¾µ½×¡´¦µÄ³µ·Ñ,-0.9,½»Í¨
240,20120129,¹«½»·Ñ,-0.9,½»Í¨
241,20120129,Íí²Í,-10,ÒûÊ³
242,20120130,Îç²Í,-6,ÒûÊ³
243,20120130,Íí²Í,-6,ÒûÊ³
244,20120130,¹«½»·Ñ,-0.9,½»Í¨
245,20120131,Îç²Í,-7,ÒûÊ³
246,20120131,Íí²Í,-12,ÒûÊ³
247,20120131,¹«½»³µ·Ñ,-0.9,½»Í¨
248,20120131,Âò×ÔÐÐ³µ,-498,½»Í¨
249,20120131,Àí·¢,-7,ÈÕ³£Ö§³ö
250,20120201,Îç²Í,-7,ÒûÊ³
251,20120201,Íí²Í,-10,ÒûÊ³
252,20120201,½è¿î,-1,½è¿î
253,20120201,½»»°·Ñ,-50,Í¨Ñ¶
254,20120202,Îç²Í,-8,ÒûÊ³
255,20120202,Íí²Í,-8,ÒûÊ³
256,20120203,Îç²Í,-6,ÒûÊ³
257,20120203,Íí²Í,-10,ÒûÊ³
258,20120203,¹ºÂòÊ³Æ·¸ÉÁ¸,-81.2,ÒûÊ³
259,20120204,Îç²Í,-6,ÒûÊ³
260,20120204,Íí²Í,-8,ÒûÊ³
261,20120205,Îç²Í,-8,ÒûÊ³
262,20120205,Íí²Í,-8,ÒûÊ³
263,20120205,Ê¡Í¼Í£³µ·Ñ,-0.5,½»Í¨
264,20120206,Îç²Í,-8,ÒûÊ³
265,20120206,Íí²Í,-8,ÒûÊ³
266,20120206,¹ºÂòÐÞ³µ¹¤¾ß,-91,½»Í¨
267,20120207,Îç²Í,-8,ÒûÊ³
268,20120207,Íí²Í,-8,ÒûÊ³
269,20120208,Îç²Í,-6,ÒûÊ³
270,20120208,Íí²Í,-8,ÒûÊ³
271,20120208,ÊÐÈËÁ¦×ÊÔ´ÖÐÐÄÍ£³µ·Ñ,-0.5,½»Í¨
272,20120209,Îç²Í,-8,ÒûÊ³
273,20120209,Íí²Í,-8,ÒûÊ³
274,20120209,¼ÒÀÖ¸£Í£³µ·Ñ,-0.5,½»Í¨
275,20120209,¼ÒÀÖ¸£²É¹ºÊ³Æ·,-19.6,ÒûÊ³
276,20120210,Ê¡Í¼Í£³µ·Ñ,-0.5,½»Í¨
277,20120210,Íí²Í,-8,ÒûÊ³
278,20120211,Ôç²Í,-2,ÒûÊ³
279,20120211,Îç²Í,-6,ÒûÊ³
280,20120211,Íí²Í,-8,ÒûÊ³
282,20120212,Îç²Í,-10,ÒûÊ³
283,20120212,Íí²Í,-8,ÒûÊ³
284,20120212,Âò²ÞËùµÄµÆÅÝ,-3,ÈÕ³£ÓÃÆ·
285,20120212,ÂòÆ¿×°Ë®,-2.5,ÒûÊ³
286,20120212,1ÔÂ·Ýµç·Ñ,-29.3,Ë®µç
287,20120213,¹¤×Ê,2747.47,¹¤×Ê
288,20120213,Îç²Í,-8,ÒûÊ³
289,20120213,Íí²Í,-8,ÒûÊ³
290,20120213,Í£³µ·Ñ,-0.5,½»Í¨
291,20120213,·¿×â,-400,·¿×â
292,20120214,Îç²Í,-8,ÒûÊ³
293,20120214,Íí²Í,-8,ÒûÊ³
294,20120215,Îç²Í,-7,ÒûÊ³
295,20120215,Íí²Í,-8,ÒûÊ³
296,20120215,ÁãÊ³,-69.6,ÒûÊ³
297,20120215,Ê¡Í¼Í£³µ·Ñ,-0.5,½»Í¨
298,20120215,¼ÒÀÖ¸£Í£³µ·Ñ,-0.5,½»Í¨
299,20120216,Îç²Í,-8,ÒûÊ³
300,20120216,Íí²Í,-8,ÒûÊ³
301,20120217,Îç²Í,-8,ÒûÊ³
302,20120217,Íí²Í,-8,ÒûÊ³
303,20120217,¸´Ó¡·Ñ,-0.5,Ö°Òµ·¢Õ¹
304,20120218,Îç²Í,-6,ÒûÊ³
305,20120218,ÅÝÎÂÈª,-15,ÂÃÐÐ
306,20120218,Íí²Í,-0.5,ÒûÊ³
307,20120218,Âò»î¶¯°âÊÖ,-12,½»Í¨
308,20120218,×¡ËÞÂÃ¹Ý,-40,ÂÃÐÐ
309,20120219,Îç²Í,-10,ÒûÊ³
310,20120219,Íí²Í,-8,ÒûÊ³
311,20120220,Îç²Í,-8,ÒûÊ³
312,20120220,Íí²Í,-8,ÒûÊ³
313,20120221,Îç²Í,-7,ÒûÊ³
314,20120221,Íí²Í,-8,ÒûÊ³
315,20120221,Í£³µ·Ñ,-0.5,½»Í¨
316,20120221,¸´Ó¡·Ñ,-0.8,Ö°Òµ·¢Õ¹
317,20120222,Ê¡¿ÚÇ»Ò½ÔºÍ£³µ·Ñ,-0.5,½»Í¨
318,20120222,ÂòÐÞ³µÓÃµÄ½º°ÑÇ¯,-10,½»Í¨
319,20120222,Íí²Í,-8,ÒûÊ³
320,20120223,Îç²Í,-8,ÒûÊ³
321,20120223,Íí²Í,-8,ÒûÊ³
322,20120224,Îç²Í,-8,ÒûÊ³
323,20120224,Íí²Í,-8,ÒûÊ³
324,20120224,¼ÒÀÖ¸£²É¹ºÊ³Îï,-59.2,ÒûÊ³
325,20120224,¼ÒÀÖ¸£Í£³µ·Ñ,-0.5,½»Í¨
326,20120225,Ôç²Í,-2.5,ÒûÊ³
327,20120225,Îç²Í,-5.5,ÒûÊ³
328,20120225,Íí²Í,-5.7,ÒûÊ³
330,20120226,ÔÚ¸§ÏÉºþÂòË®,-3,ÒûÊ³
331,20120226,Îç²Í,-8,ÒûÊ³
332,20120226,Íí²Í,-8,ÒûÊ³
333,20120226,ÐÞ³µ·Ñ,-12,½»Í¨
334,20120225,ÔÚ¸§ÏÉºþ×¡ËÞ·Ñ,-50,ÂÃÐÐ
335,20120302,»ð³µÆ±,-38,ÂÃÐÐ
336,20120304,»ð³µÆ±,-38,ÂÃÐÐ
337,20120304,»ð³µÆ±ÒìµØÈ¡Æ±·Ñ,-5,ÂÃÐÐ
338,20120227,Îç²Í,-7,ÒûÊ³
339,20120227,Íí²Í,-8,ÒûÊ³
340,20120227,¶­ÀÏÊ¦»¹Ç®,0.5,¹é»¹Ç·¿î
341,20120227,ÐÂÖªÍ¼ÊéÍ£³µ·Ñ,-0.5,½»Í¨
342,20120228,Îç²Í,-8,ÒûÊ³
343,20120228,Íí²Í,-8,ÒûÊ³
344,20120228,Ê¡Í¼Í£³µ·Ñ,-0.5,½»Í¨
345,20120229,Îç²Í,-8,ÒûÊ³
346,20120229,Íí²Í,-8,ÒûÊ³
347,20120301,½»ÊÖ»ú·Ñ,-50,Í¨Ñ¶
348,20120301,Îç²Í,-8,ÒûÊ³
349,20120301,Íí²Í,-8,ÒûÊ³
350,20120302,ÂÞÆ½»ð³µÕ¾µ½ÕñÐË½Ö³µ·Ñ,-10,ÂÃÐÐ
351,20120302,ÂÞÆ½ÏØ³Ç×¡ËÞ·Ñ,-60,ÂÃÐÐ
352,20120303,Âò¸ÉÁ¸£¬Ë®,-16,ÒûÊ³
353,20120302,Íí²Í,-6.5,ÒûÊ³
354,20120303,Ôç²Í,-7,ÒûÊ³
355,20120303,ÂÞÆ½µ½½ð¼¦³µ·Ñ,-3,ÂÃÐÐ
356,20120303,½ð¼¦µ½°åÇÅ³µ·Ñ,-3,ÂÃÐÐ
357,20120303,Îç²Í,-6,ÒûÊ³
358,20120303,°ëÂ·À¹³µµ½ÄË¸ñ·ÑÓÃ,-10,ÂÃÐÐ
359,20120303,ÄË¸ñ×¡ËÞ·Ñ,-60,ÂÃÐÐ
360,20120304,ÄË¸ñµ½ÂÞÆ½³µ·Ñ,-15,ÂÃÐÐ
361,20120304,ÂÞÆ½µ½ÂÝË¿Ìï³µ·Ñ,-10,ÂÃÐÐ
362,20120304,Îç²Í,-9,ÒûÊ³
363,20120304,ÂÝË¿Ìïµ½ÂÞÆ½³µ·Ñ,-5,ÂÃÐÐ
364,20120304,Íí²Í,-13,ÒûÊ³
365,20120304,ÔÚÂÞÆ½ÂòÍà×Ó,-3.2,ÈÕ³£ÓÃÆ·
366,20120304,ÔÚÂÞÆ½ÂòÐ¬,-59,ÈÕ³£ÓÃÆ·
367,20120304,ÔÚÂÞÆ½ÂòÐ¬µæ,-1,ÈÕ³£ÓÃÆ·
368,20120304,¹«Ô°µ½ÕñÐË½Ö¹«½»,-1,ÂÃÐÐ
369,20120304,ºìÐÇ½Öµ½»ð³µÕ¾¹«½»,-1,ÂÃÐÐ
370,20120305,Îç²Í,-8,ÒûÊ³
371,20120305,Íí²Í,-8,ÒûÊ³
372,20120306,Îç²Í,-8,ÒûÊ³
373,20120306,Íí²Í,-8,ÒûÊ³
374,20120306,Ê¡Í¼Í£³µ·Ñ,-0.5,½»Í¨
375,20120307,Îç²Í,-8.5,ÒûÊ³
376,20120307,Íí²Í,-8,ÒûÊ³
377,20120307,¸ø¿ÆÊÒÂòÎ÷¹Ï,-18.5,ÈË¼Ê¿ªÖ§
378,20120308,Îç²Í,-8,ÒûÊ³
379,20120308,Íí²Í,-8,ÒûÊ³
380,20120308,Âò´¿¾»Ë®Ë®Æ±,-25,ÒûÊ³
381,20120309,Îç²Í,-8,ÒûÊ³
382,20120309,Íí²Í,-8,ÒûÊ³
383,20120309,½»ÊÖ»ú·Ñ,-1,Í¨Ñ¶
384,20120309,Íø¹º±³°ü,-69.01,ÈÕ³£ÓÃÆ·
385,20120310,ÂòÒ©,-38.5,Ò½ÁÆ
386,20120310,×ø¹«½»,-5.4,½»Í¨
387,20120311,ÂòË®,-2,ÒûÊ³
388,20120311,Íí²Í,-5,ÒûÊ³
389,20120312,Îç²Í,-7,ÒûÊ³
390,20120312,Íí²Í,-8,ÒûÊ³
391,20120312,½è¶­ÀÏÊ¦Ç®,-5.5,½è¿î
392,20120312,2ÔÂ·Ý¹¤×Ê,2947.47,¹¤×Ê
393,20120313,Íí²Í,-8,ÒûÊ³
394,20120314,Îç²Í,-8,ÒûÊ³
395,20120314,Íí²Í,-8,ÒûÊ³
396,20120314,Ê¡Í¼Í£³µ·Ñ,-0.5,½»Í¨
397,20120315,Îç²Í,-8,ÒûÊ³
398,20120315,Íí²Í,-8,ÒûÊ³
399,20120315,¼ÒÀÖ¸£Í£³µ·Ñ,-0.5,½»Í¨
400,20120315,¼ÒÀÖ¸£²É¹ºÊ³Æ·,-54,ÒûÊ³
401,20120316,Îç²Í,-8,ÒûÊ³
402,20120316,Íí²Í,-8,ÒûÊ³
403,20120317,Ôç²Í,-1,ÒûÊ³
404,20120317,Îç²Í,-7,ÒûÊ³
405,20120317,ÂòË®,-2,ÒûÊ³
406,20120317,Íí²Í,-8,ÒûÊ³
407,20120318,Îç²Í,-8,ÒûÊ³
408,20120318,Íí²Í,-10,ÒûÊ³
409,20120319,¶­ÀÏÊ¦¹é»¹Õ®Îñ,5.5,¹é»¹Ç·¿î
410,20120319,Îç²Í,-7,ÒûÊ³
411,20120319,Íí²Í,-15,ÒûÊ³
412,20120320,µ³·Ñ,-15,Éç»á»î¶¯
413,20120320,Îç²Í,-8,ÒûÊ³
414,20120320,Íí²Í,-8,ÒûÊ³
415,20120321,Îç²Í,-8,ÒûÊ³
416,20120321,Íí²Í,-8,ÒûÊ³
417,20120322,Îç²Í,-8,ÒûÊ³
418,20120322,Íí²Í,-8,ÒûÊ³
419,20120323,¼ÒÀÖ¸£¹ºÎï,-55.5,ÈÕ³£ÓÃÆ·
420,20120323,¼ÒÀÖ¸£²É¹º¸ÉÁ¸,-54,ÒûÊ³
421,20120323,Îç²Í,-8,ÒûÊ³
422,20120323,¼ÒÀÖ¸£Í£³µ·Ñ,-0.5,½»Í¨
423,20120323,Áº¾¸»éÀñËæÀñ,-200,ÈË¼Ê¿ªÖ§
424,20120324,Îç²Í,-8,ÒûÊ³
425,20120324,ÂòË®,-2,ÒûÊ³
426,20120324,Íí²Í,-9,ÒûÊ³
427,20120312,·¿×â,-400,·¿×â
428,20120325,Îç²Í,-7,ÒûÊ³
429,20120325,Íí²Í,-8,ÒûÊ³
430,20120325,Ê¡Í¼Í£³µ·Ñ,-0.5,½»Í¨
431,20120326,Îç²Í,-8,ÒûÊ³
432,20120326,Íí²Í,-8,ÒûÊ³
433,20120327,Îç²Í,-8,ÒûÊ³
434,20120327,Íí²Í,-8,ÒûÊ³
435,20120327,ÅÄ¹¤×÷ÕÕ,-12,Ö°Òµ·¢Õ¹
436,20120328,Îç²Í,-8,ÒûÊ³
437,20120328,Íí²Í,-8,ÒûÊ³
438,20120329,Îç²Í,-7,ÒûÊ³
439,20120329,Íí²Í,-8,ÒûÊ³
440,20120329,´òÓ¡Ö°³ÆÓ¢Óï×¼¿¼Ö¤,-1,Ö°Òµ·¢Õ¹
441,20120330,Îç²Í,-8,ÒûÊ³
442,20120330,Íí²Í,-8,ÒûÊ³
443,20120331,Îç²Í,-8,ÒûÊ³
444,20120331,Íí²Í,-8,ÒûÊ³
445,20120401,Îç²Í,-8,ÒûÊ³
446,20120401,Íí²Í,-8,ÒûÊ³
447,20120401,¼ÒÀÖ¸£²É¹ºÊ³Æ·,-19.2,ÒûÊ³
448,20120401,¼ÒÀÖ¸£Í£³µ·Ñ,-0.5,½»Í¨
449,20120402,Ôç²Í,-2,ÒûÊ³
450,20120402,Îç²Í,-7,ÒûÊ³
451,20120402,Íí²Í,-8,ÒûÊ³
452,20120404,Îç²Í,-8,ÒûÊ³
