ID,Time,Name,Amount,TypeName 
1386,20130301,Îç²Í,-9,ÒûÊ³
1387,20130301,Íí²Í,-9,ÒûÊ³
1388,20130302,Îç²Í,-9,ÒûÊ³
1389,20130302,Íí²Í,-9,ÒûÊ³
1390,20130303,Îç²Í,-8,ÒûÊ³
1391,20130303,Íí²Í,-8,ÒûÊ³
1392,20130304,Îç²Í,-9,ÒûÊ³
1393,20130304,Íí²Í,-9,ÒûÊ³
1394,20130304,ÌÔ±¦ÍøÂòÊé,-17,Êé¿¯Ïû·Ñ
1395,20130305,¼Î»ªÂò±ý,-18.8,ÒûÊ³
1396,20130305,Íí²Í,-8,ÒûÊ³
1397,20130305,Ñ§³µ¿ÆÄ¿Ò»ÅàÑµ¿¼ÊÔ·Ñ,-508,Ñ§³µÖ§³ö
1398,20130306,Îç²Í,-9,ÒûÊ³
1399,20130306,Íí²Í,-9,ÒûÊ³
1400,20130307,Îç²Í,-9,ÒûÊ³
1401,20130307,Íí²Í,-9,ÒûÊ³
1402,20130307,¼Î»ªÂò±ý,-11,ÒûÊ³
1403,20130308,Îç²Í,-9,ÒûÊ³
1404,20130308,Íí²Í,-9,ÒûÊ³
1405,20130308,¹¤×Ê,1659,¹¤×Ê
1406,20130309,½»»°·Ñ,-50,Í¨Ñ¶
1407,20130309,Îç²Í,-8,ÒûÊ³
1408,20130309,Íí²Í,-8,ÒûÊ³
1409,20130309,¼Î»ª±ýÎÝÂò±ý,-11,ÒûÊ³
1410,20130310,Îç²Í,-9,ÒûÊ³
1411,20130310,Íí²Í,-8,ÒûÊ³
1412,20130310,½ðÓ¥Í£³µ·Ñ,-1,½»Í¨
1413,20130310,ºÍÀîãëÑàÈ¥¿´µçÓ°,-140,»éÁµ³É±¾
1414,20130311,Íí²Í,-9,ÒûÊ³
1415,20130311,¼Î»ª±ýÎÝÂò±ý,-11,ÒûÊ³
1416,20130312,Îç²Í,-8,ÒûÊ³
1417,20130312,Ê¡Í¼Í£³µ·Ñ,0,½»Í¨
1418,20130312,Ê¡Í¼½èÊé¹ýÆÚ·£¿î,0,Êé¿¯Ïû·Ñ
1419,20130312,Íí²Í,-9,ÒûÊ³
1420,20130313,Îç²Í,-9,ÒûÊ³
1421,20130313,Íí²Í,-9,ÒûÊ³
1422,20130313,¼Î»ª±ýÎÝÂò±ý,-11,ÒûÊ³
1423,20130314,Îç²Í,-9,ÒûÊ³
1424,20130314,Íí²Í,-9,ÒûÊ³
1425,20130315,Îç²Í,-9,ÒûÊ³
1426,20130315,Íí²Í,-9,ÒûÊ³
1427,20130316,µç·Ñ,-32,Ë®µç
1428,20130317,Îç²Í,-11,ÒûÊ³
1429,20130317,Íí²Í,-8,ÒûÊ³
1430,20130317,°Ù»ãÉÌ³¡Í£³µ·Ñ,-1,½»Í¨
1431,20130318,Îç²Í,-9,ÒûÊ³
1432,20130318,Íí²Í,-9,ÒûÊ³
1433,20130317,ÔÚÎÖ¶ûÂêÂò¸âµã,-21,ÒûÊ³
1434,20130319,Îç²Í,-9,ÒûÊ³
1435,20130319,Íí²Í,-9,ÒûÊ³
1436,20130320,Îç²Í,-9,ÒûÊ³
1437,20130320,Íí²Í,-9,ÒûÊ³
1438,20130320,°ïÎÒÈýÊåÂò»ð³µÆ±,-402,½è¿î
1439,20130320,¿ÆÄ¿ËÄ½Ì²Ä,-40,Ñ§³µÖ§³ö
1440,20130321,Îç²Í,-9,ÒûÊ³
1441,20130321,Íí²Í,-9,ÒûÊ³
1442,20130321,¿ÆÄ¿¶þÅàÑµ¿¼ÊÔ·Ñ,-3623,Ñ§³µÖ§³ö
1443,20130322,ÔÚÒËÁ¼ÁÁ½£¼ÝÐ£Îç²Í,-15,Ñ§³µÖ§³ö
1444,20130323,ÒËÁ¼ÁÁ½£¼ÝÐ£Îç·¹,-15,Ñ§³µÖ§³ö
1445,20130324,ÒËÁ¼ÁÁ½£¼ÝÐ£Îç·¹,-15,Ñ§³µÖ§³ö
1446,20130324,Íí²Í,-8,ÒûÊ³
1447,20130325,Îç²Í,-11,ÒûÊ³
1448,20130325,Íí²Í,-9,ÒûÊ³
1449,20130326,Îç²Í,-9,ÒûÊ³
1450,20130326,Îå»ª¼ÝÐ£¿¼ÊÔ¡°Õ¼µØ·Ñ¡±,-10,Ñ§³µÖ§³ö
1451,20130326,Íí²Í,-8,ÒûÊ³
1452,20130326,ÂòË®,-2,ÒûÊ³
1453,20130326,Âò±ý,-16,ÒûÊ³
1454,20130327,Îç²Í,-9,ÒûÊ³
1455,20130327,Íí²Í,-9,ÒûÊ³
1456,20130327,½»À¥Ò½Ñ§±¨°æÃæ·Ñ,-50,Ö°Òµ·¢Õ¹
1457,20130328,Îç²Í,-9,ÒûÊ³
1458,20130328,Íí²Í,-9,ÒûÊ³
1459,20130329,Íí²Í,-9,ÒûÊ³
1460,20130330,Îç²Í,-9,ÒûÊ³
1461,20130330,Íí²Í,-9,ÒûÊ³
1462,20130330,Ê¡Í¼Í£³µ·Ñ,0,½»Í¨
1463,20130331,Îç²Í,-9,ÒûÊ³
1464,20130331,Íí²Í,-8,ÒûÊ³
1465,20130331,Âò±ý,-13,ÒûÊ³
1466,20130331,½»È¥Î×¼Ò°ÓÁ·³µµÄ³¡µØ·Ñ,-240,Ñ§³µÖ§³ö
1467,20130401,Îç²Í,-8,ÒûÊ³
1468,20130401,Íí²Í,-8,ÒûÊ³
1469,20130402,Îç²Í,-9,ÒûÊ³
1470,20130402,Íí²Í,-9,ÒûÊ³
1471,20130403,Îç²Í,-9,ÒûÊ³
1472,20130403,Íí²Í,-9,ÒûÊ³
1473,20130404,Îç²Í,-27,Ñ§³µÖ§³ö
1474,20130404,Íí²Í,-9,ÒûÊ³
1475,20130404,Âò¡¶À¥Ã÷ÊÐ»ú¶¯³µ¼ÝÊ»ÈËÅàÑµ½Ì²Ä¡·,-30,Ñ§³µÖ§³ö
1476,20130405,Îç²Í,-9,ÒûÊ³
1477,20130405,Íí²Í,-9,ÒûÊ³
1478,20130406,Îç²Í,-9,ÒûÊ³
1479,20130406,Âò±ý,-21,ÒûÊ³
1480,20130406,¿¼¼ÝÕÕµÄIC¿¨·ÑÓÃ,-150,Ñ§³µÖ§³ö
1481,20130407,Îç²Í,-9,ÒûÊ³
1482,20130407,Íí²Í,-9,ÒûÊ³
1484,20130408,Íí²Í,-6,ÒûÊ³
1485,20130408,Îç²Í,-10,ÒûÊ³
1486,20130408,È¥°²ÄþÁ·³µµÄ¹ýÂ··Ñ,-5,Ñ§³µÖ§³ö
1487,20130408,¿ÆÄ¿ÈýµÄÅàÑµ·Ñ,-3554,Ñ§³µÖ§³ö
1488,20130408,¿ÆÄ¿Èý¿¼ÊÔ³¡µØ·Ñ,-10,Ñ§³µÖ§³ö
1489,20130408,°²Äþ¿¼³¡Âò¿¼ÊÔ³µÁ·¿ÆÄ¿Èý,-230,Ñ§³µÖ§³ö
1490,20130409,Îç²Í,-10,ÒûÊ³
1491,20130409,Íí²Í,-9,ÒûÊ³
1492,20130409,´ÓÀ¥Ã÷µ½°²ÄþµÄ¹ýÂ··Ñ,-4,Ñ§³µÖ§³ö
1493,20130409,²Î¼Ó¶¼ÊÐÊ±±¨ÉãÓ°±ÈÈüµÃ½±,100,ÒâÍâÊÕÈë
1494,20130409,Ñ§³µµÄÆäËüÔÓ·Ñ,-324,Ñ§³µÖ§³ö
1495,20130410,Îç²Í,-9,ÒûÊ³
1496,20130410,Íí²Í,-4,ÒûÊ³
1497,20130410,´òÓ¡¼ÝÊ»Ô±ÊµÏ°±êÖ¾,-1,Ñ§³µÖ§³ö
1498,20130410,¹¤×Ê,3281,¹¤×Ê
1499,20130410,·¿×â,-400,·¿×â
1500,20130411,Îç²Í,-9,ÒûÊ³
1501,20130411,Íí²Í,-9,ÒûÊ³
1502,20130411,Ê¡Í¼Í£³µ·Ñ,0,ÒûÊ³
1503,20120411,µç·Ñ,-23,Ë®µç
1504,20130412,Íø¹º½Î×ÓÑ©É½ÃÅÆ±,-108,ÂÃÐÐ
1505,20130412,³äÊÖ»ú»°·Ñ,-50,Í¨Ñ¶
1506,20130412,Îç²Í,-9,ÒûÊ³
1507,20130412,Íí²Í,-9,ÒûÊ³
1508,20130412,¼ÒÀÖ¸£ÂòÊ³Æ·,-39,ÒûÊ³
1509,20130412,¼ÒÀÖ¸£Í£³µ·Ñ,0,½»Í¨
1510,20130413,Ôç²Í,-6,ÒûÊ³
1511,20130413,½Î×ÓÑ©É½Í£³µ·Ñ,-10,ÂÃÐÐ
1512,20130413,Íí²Í,-12,ÒûÊ³
1513,20130413,·ïÒÇ×¡ËÞ,-40,ÂÃÐÐ
1514,20130414,ÂòË®,-2,ÒûÊ³
1515,20130414,¶«´¨Îç²Í,-7,ÒûÊ³
1516,20130414,Ñ°µé×¡ËÞ,-30,ÂÃÐÐ
1517,20130414,Ñ°µé¸´Ó¡·Ñ,-10,ÒâÍâÖ§³ö
1518,20130414,ÍÏ³µ·Ñ,-1000,ÒâÍâÖ§³ö
1519,20130415,¸¶¸ø±»×·Î²·½²¹³¥½ð,-1500,ÒâÍâÖ§³ö
1520,20130415,Ñ°µéµ½À¥Ã÷³µ·Ñ,-25,½»Í¨
1521,20130415,Íí²Í,-8,ÒûÊ³
1522,20130416,Îç²Í,-9,ÒûÊ³
1523,20130416,Íí²Í,-9,ÒûÊ³
1524,20130417,½»Í¨ÊÂ¹Êµæ¸¶¶Ô·½³µÁ¾Î¬ÐÞ·Ñ,-2253,ÒâÍâÖ§³ö
1525,20130417,Îç²Í,-9,ÒûÊ³
1526,20130417,Íí²Í,-9,ÒûÊ³
1527,20130418,Îç²Í,-9,ÒûÊ³
1528,20130418,Íí²Í,-9,ÒûÊ³
1529,20130418,Ê¡Í¼Í£³µ·Ñ,0,½»Í¨
1530,20130419,Îç²Í,-9,ÒûÊ³
1531,20130419,Íí²Í,-9,ÒûÊ³
1532,20130420,Îç²Í,-9,ÒûÊ³
1533,20130420,Ñ°µéµ½À¥Ã÷µ¥¾Ý´«µÝ·Ñ,-15,ÒâÍâÖ§³ö
1534,20130420,¼ÒÀÖ¸£Í£³µ·Ñ,-1,½»Í¨
1535,20130420,¼ÒÀÖ¸£ÂòÁãÊ³,-62,ÒûÊ³
1536,20130420,Íí²Í,-8,ÒûÊ³
1537,20130421,ÂòË®,-5,ÒûÊ³
1538,20130421,Íí²Í,-8,ÒûÊ³
1539,20130422,Îç²Í,-9,ÒûÊ³
1540,20130422,Íí²Í,-9,ÒûÊ³
1541,20130422,ÄÏÆÁ½ÖÍ£³µ·Ñ,-2,½»Í¨
1542,20130423,Îç²Í,-9,ÒûÊ³
1543,20130423,Íí²Í,-9,ÒûÊ³
1544,20130424,Îç²Í,-9,ÒûÊ³
1545,20130424,Íí²Í,-9,ÒûÊ³
1546,20130424,´äºþÍ£³µ·Ñ,-1,½»Í¨
1547,20130425,Îç²Í,-9,ÒûÊ³
1548,20130425,Íí²Í,-9,ÒûÊ³
1549,20130425,ÌÔ±¦ÉÏÂò»§ÍâÕÊÅñ£¬Ë¯´üµÈ¶«Î÷,-287,ÂÃÐÐ
1551,20130427,Íí²Í,-9,ÒûÊ³
1552,20130427,Ê¡Í¼Í£³µ·Ñ,0,½»Í¨
1553,20130428,Íí²Í,-9,ÒûÊ³
1554,20130501,¹ý½Ú·Ñ,580,¹¤×Ê
1555,20130430,Àí·¢,-10,ÈÕ³£Ö§³ö
1556,20130430,ÎÖ¶ûÂêÍ£³µ·Ñ,-1,½»Í¨
1557,20130430,ÎÖ¶ûÂêÂòÁãÊ³,-36,ÒûÊ³
1558,20130430,Îç²Í,-9,ÒûÊ³
1559,20130430,ÏàÇ×ÇëÈË³Ô·¹,-274,»éÁµ³É±¾
1560,20130501,ÂòË®,-3,ÒûÊ³
1561,20130501,¹«½»¿¨³äÖµ,-50,½»Í¨
1562,20130501,Íí²Í,-8,ÒûÊ³
1563,20130502,Îç²Í,-9,ÒûÊ³
1564,20130502,Íí²Í,-9,ÒûÊ³
1565,20130503,Îç²Í,-9,ÒûÊ³
1566,20130503,¼ÒÀÖ¸£ÂòÍÏÐ¬,-12,ÈÕ³£ÓÃÆ·
1567,20130503,¼ÒÀÖ¸£ÂòÀ¬»ø´ü,-13,ÈÕ³£ÓÃÆ·
1568,20130503,¼ÒÀÖ¸£ÂòÊ³Æ·,-27,ÒûÊ³
1569,20130503,¼ÒÀÖ¸£Í£³µ·Ñ,0,½»Í¨
1570,20130503,ÇëÏàÇ×¶ÔÏó³Ô·¹,-125,»éÁµ³É±¾
1571,20130504,Îç²Í,-7,ÒûÊ³
1572,20130504,Â»È°´ä»ªÏçÒ°ÎÂÈªÓÎÍæ¼°×¡ËÞ·Ñ,-40,ÂÃÐÐ
1573,20130505,Îç²Í,-10,ÒûÊ³
1574,20130505,Íí²Í,-8,ÒûÊ³
1575,20130504,ÂòË®,-4,ÒûÊ³
1576,20130505,ÂòË®,-2,ÒûÊ³
1577,20130506,Îç²Í,-9,ÒûÊ³
1578,20130506,Íí²Í,-9,ÒûÊ³
1579,20130507,Îç²Í,-9,ÒûÊ³
1580,20130507,Íí²Í,-9,ÒûÊ³
1581,20130507,¼Î»ªÂò±ý,-23,ÒûÊ³
1582,20130508,Îç²Í,-9,ÒûÊ³
1583,20130508,Ê¡Í¼Í£³µ·Ñ,0,½»Í¨
1584,20130508,Íí²Í,-8,ÒûÊ³
1585,20130509,Îç²Í,-9,ÒûÊ³
1586,20130509,Íí²Í,-9,ÒûÊ³
1587,20130510,¹¤×Ê,1701,¹¤×Ê
1588,20130510,Îç²Í,-9,ÒûÊ³
1589,20130510,Íí²Í,-9,ÒûÊ³
1590,20130510,¼ÒÀÖ¸£ÂòÁãÊ³,-58,ÒûÊ³
1591,20130511,Îç²Í,-8,ÒûÊ³
1592,20130511,¿´µçÓ°Âò±¬Ã×»¨ºÍË®,-27,»éÁµ³É±¾
1593,20130511,ÂóµÂÁú³¬ÊÐÍ£³µ·Ñ,-1,½»Í¨
1594,20130512,Îç²Í,-6,ÒûÊ³
1595,20130512,ÂòË®,-2,ÒûÊ³
1596,20130512,Íí²Í,-8,ÒûÊ³
1597,20130513,Îç²Í,-9,ÒûÊ³
1598,20130513,Íí²Í,-9,ÒûÊ³
1599,20130513,ÑÇÂíÑ·ÂòÊé,-81,Êé¿¯Ïû·Ñ
1600,20130510,·¿×â,-400,·¿×â
1601,20130514,Îç²Í,-9,ÒûÊ³
1602,20130514,Íí²Í,-9,ÒûÊ³
1603,20130514,µç·Ñ,-28,Ë®µç
1604,20130515,ÑÇÂíÑ·ÂòÊé,-50,Êé¿¯Ïû·Ñ
1605,20130515,Îç²Í,-9,ÒûÊ³
1606,20130515,Íí²Í,-9,ÒûÊ³
1607,20130516,Îç²Í,-9,ÒûÊ³
1608,20130516,Íí²Í,-9,ÒûÊ³
1609,20130516,Ê¡Í¼Í£³µ·Ñ,0,½»Í¨
1610,20130516,¼Î»ªÂò±ý,-18,ÒûÊ³
1611,20130517,Îç²Í,-9,ÒûÊ³
1612,20130517,Íí²Í,-9,ÒûÊ³
1613,20130518,Îç²Í,-7,ÒûÊ³
1614,20130518,ÂòË®,-5,ÒûÊ³
1615,20130518,ÏàÇ×Çë¿Í,-26,»éÁµ³É±¾
1616,20130518,Í£³µ·Ñ,-1,½»Í¨
1617,20130518,Âò±ý,-9,ÒûÊ³
1618,20130519,Îç²Í,-9,ÒûÊ³
1619,20130519,ÅäÔ¿³×,-4,ÈÕ³£Ö§³ö
1620,20130519,ÇëÅ®ÓÑ³Ô·¹,-102,»éÁµ³É±¾
1621,20130520,Îç²Í,-9,ÒûÊ³
1622,20130520,Íí²Í,-9,ÒûÊ³
1623,20130521,Îç²Í,-9,ÒûÊ³
1624,20130521,Íí²Í,-9,ÒûÊ³
1625,20130522,Îç²Í,-9,ÒûÊ³
1626,20130522,Íí²Í,-9,ÒûÊ³
1627,20130523,Îç²Í,-9,ÒûÊ³
1628,20130523,Íí²Í,-9,ÒûÊ³
1629,20130524,Îç²Í,-9,ÒûÊ³
1630,20130524,Íí²Í,-9,ÒûÊ³
1631,20130524,¼ÒÀÖ¸£¹ºÎï,-48,ÒûÊ³
1632,20130525,Îç²Í,-8,ÒûÊ³
1633,20130525,¿´µçÓ°ÂòË®,-12,»éÁµ³É±¾
1634,20130526,ÑîÁÖÂò¿ã×Ó,-30,ÒâÍâÖ§³ö
1635,20130526,ÑîÁÖÂòÐ¬×Ó,-40,ÒâÍâÖ§³ö
1636,20130526,ÑîÁÖÂòË®,-2,ÒûÊ³
1637,20130526,ÔÚÒ°»¨¹µÂòË®ºÍÒûÁÏ,-16,ÒûÊ³
1638,20130526,Ò°»¨¹µÎÀÉú·Ñ,-5,ÂÃÐÐ
1639,20130527,ÔÚÒËÁ¼±±ÑòÂòË®,-2,ÒûÊ³
1640,20130527,ÔÚ¹Å³ÇÕòÂòË®,-2,ÒûÊ³
1641,20130526,ÔÚÑîÁÖÎç²Í,-6,ÒûÊ³
1642,20130527,ÔÚ±±¹Å³ÇÕòÎç²Í,-6,ÒûÊ³
1643,20130527,ÒËÁ¼ÖÁÀ¥Ã÷³µÆ±,-5,ÂÃÐÐ
1644,20130527,Íí²Í,-9,ÒûÊ³
1645,20130528,Îç²Í,-9,ÒûÊ³
1646,20130528,Íí²Í,-9,ÒûÊ³
1647,20130528,ÂòË®,-2,ÒûÊ³
1648,20130529,Îç²Í,-9,ÒûÊ³
1649,20130529,Íí²Í,-9,ÒûÊ³
1650,20130530,Îç²Í,-9,ÒûÊ³
1651,20130530,Íí²Í,-9,ÒûÊ³
1652,20130531,Îç²Í,-9,ÒûÊ³
1653,20130531,Íí²Í,-9,ÒûÊ³
1654,20130601,»°·Ñ³äÖµ,-100,Í¨Ñ¶
1655,20130602,Îç²Í,-8,ÒûÊ³
1656,20130602,Ê¡Í¼Í£³µ·Ñ,0,½»Í¨
1657,20130602,ÎÖ¶ûÂêÂòÁãÊ³,-28,ÒûÊ³
1658,20130602,Âò¶ú»ú,-18,µç×ÓÏû·Ñ
1659,20130602,Íí²Í,-8,ÒûÊ³
1660,20130603,Îç²Í,-9,ÒûÊ³
1661,20130603,Íí²Í,-9,ÒûÊ³
1662,20130604,Îç²Í,-9,ÒûÊ³
1663,20130604,Íí²Í,-9,ÒûÊ³
1664,20130605,Îç²Í,-9,ÒûÊ³
1665,20130605,Ê¡Í¼Í£³µ·Ñ,0,½»Í¨
1666,20130605,Íí²Í,-8,ÒûÊ³
1667,20130606,Îç²Í,-9,ÒûÊ³
1668,20130606,´òµÄÈ¥ÕÔè¤ÄÇÀï,-10,»éÁµ³É±¾
1669,20130606,Ë®·Ñ,-64,Ë®µç
1670,20130607,Îç²Í,-9,ÒûÊ³
1671,20130607,Íí²Í,-9,ÒûÊ³
1672,20130607,ÂòÀ¥Ã÷µ½ÒËÁ¼µÄ»ð³µÆ±,-10,½»Í¨
1673,20130608,Îç²Í,-9,ÒûÊ³
1674,20130608,Íí²Í,-9,ÒûÊ³
1675,20130609,ÒËÁ¼±±»ð³µÕ¾µ½ÏØ³Ç³µ·Ñ,-4,½»Í¨
1676,20130610,ÄÏÑòµ½ÒËÁ¼ÏØ³Ç³µ·Ñ,-1,½»Í¨
1677,20130609,¹¤×Ê,1608,¹¤×Ê
1678,20130609,·¿×â,-400,·¿×â
1679,20130613,Îç²Í,-9,ÒûÊ³
1680,20130613,Íí²Í,-9,ÒûÊ³
1681,20130613,Âò·½±ãÃæºÍË®,-6,ÒûÊ³
1682,20130614,Îç²Í,-9,ÒûÊ³
1683,20130614,Ê¡Í¼Í£³µ·Ñ,0,½»Í¨
1684,20130614,Íí²Í,-8,ÒûÊ³
1685,20130615,Îç²Í,-12,ÒûÊ³
1686,20130615,ÂòË®,-2,ÒûÊ³
1687,20130615,Âò±ý,-14,ÒûÊ³
1688,20130615,Íí²Í,-8,ÒûÊ³
1689,20130616,Îç²Í,-8,ÒûÊ³
1690,20130616,Íí²Í,-8,ÒûÊ³
1691,20130616,µç·Ñ,-32,Ë®µç
1692,20130617,Îç²Í,-9,ÒûÊ³
1693,20130617,Íí²Í,-9,ÒûÊ³
1694,20130618,Îç²Í,-9,ÒûÊ³
1695,20130618,Íí²Í,-9,ÒûÊ³
1696,20130619,¼ÒÀÖ¸£ÂòÊ³Îï,-54,ÒûÊ³
1697,20130619,Îç²Í,-9,ÒûÊ³
1698,20130620,Îç²Í,-9,ÒûÊ³
1699,20130620,Íí²Í,-9,ÒûÊ³
1700,20130620,µ±µ±Íø¹ºÍ¼Êé,-91,Êé¿¯Ïû·Ñ
1701,20130621,Îç²Í,-9,ÒûÊ³
1702,20130621,Íí²Í,-9,ÒûÊ³
1703,20130622,Îç²Í,-9,ÒûÊ³
1704,20130622,Íí²Í,-9,ÒûÊ³
1705,20130622,Ê¡Í¼Í£³µ·Ñ,0,½»Í¨
1706,20130623,Îç²Í,-9,ÒûÊ³
1707,20130623,ÇëÑîÑÞ³Ô·¹,-100,»éÁµ³É±¾
1708,20130624,Îç²Í,-9,ÒûÊ³
1709,20130624,Íí²Í,-9,ÒûÊ³
1710,20130625,Îç²Í,-9,ÒûÊ³
1711,20130625,Íí²Í,-9,ÒûÊ³
1712,20130626,Âò·½±ãÃæ,-4,ÒûÊ³
1713,20130626,Íí²Í,-9,ÒûÊ³
1714,20130627,Îç²Í,-9,ÒûÊ³
1715,20130627,Íí²Í,-9,ÒûÊ³
1716,20130628,Ôç²Í,-2,ÒûÊ³
1717,20130627,À¥Ã÷µ½ÃÉ×ÔÍù·µ»ð³µÆ±,-99,ÂÃÐÐ
1718,20130628,ÃÉ×Ô±±»ð³µÕ¾µ½ÃÉ×Ô¿ÍÔËÕ¾¹«½»,-2,ÂÃÐÐ
1719,20130628,ÃÉ×Ôµ½ºÓ¿Ú³µ·Ñ£¨º¬±£ÏÕ£©,-66,ÂÃÐÐ
1720,20130628,ºÓ¿Ú¿ÍÔËÕ¾µ½¿Ú°¶,-1,ÂÃÐÐ
1721,20130628,Íµ¶ÉÈ¥Ô½ÄÏÔÚ¶É¿Ú½»µÄ±£»¤·Ñ,-15,ÂÃÐÐ
1722,20130628,ÔÚÔ½ÄÏ½»µÄ¡°°ìÖ¤·Ñ¡±,-100,ÂÃÐÐ
1723,20130628,Ô½ÄÏ¹ºÎï·ÑÓÃ,-40,ÂÃÐÐ
1724,20130628,¸øÔ½ÄÏ¡°µ¼ÓÎ¡±µÄÐ¡·Ñ,-60,ÂÃÐÐ
1725,20130628,Íí²Í,-10,ÒûÊ³
1726,20130628,ÂòË®,-4,ÒûÊ³
1727,20130629,ºÓ¿Ú¿Ú°¶µ½¿ÍÔËÕ¾³µÆ±,-1,ÂÃÐÐ
1728,20130629,ºÓ¿Úµ½ÃÉ×Ô³µ·Ñ,-66,ÂÃÐÐ
1729,20130629,ÃÉ×Ô¿ÍÔËÕ¾µ½ÄÏºþ¹«½»,-1,ÂÃÐÐ
1730,20130629,Îç²Í,-7,ÒûÊ³
1731,20130629,ÃÉ×Ô±±¿ÍÔËÕ¾µ½±ÌÉ«Õ¯À´»Ø³µ·Ñ,-6,ÂÃÐÐ
1732,20130629,Íí²Í,-7,ÒûÊ³
1733,20130629,ÃÉ×Ô×¡ËÞ·Ñ,-40,ÂÃÐÐ
1734,20130628,ºÓ¿Ú×¡ËÞ·Ñ,-40,ÂÃÐÐ
1735,20130629,ÈËÃñ¹ã³¡µ½ÄÏºþ¹«½»³µ·Ñ,-1,ÂÃÐÐ
1736,20130629,ÂòË®ºÍ·½±ãÃæ,-6,ÒûÊ³
1737,20130629,ºÓ¿ÚÔ½ÄÏ½ÖÂòÊá×Ó,-10,ÂÃÐÐ
1738,20130630,ÄÏºþµ½ºìºÓ¹ã³¡³µ·Ñ,-1,ÂÃÐÐ
1739,20130630,ºìºÓ¿ÍÔËÕ¾µ½»ð³µÕ¾,-2,ÂÃÐÐ
1740,20130630,Îç²Í,-10,ÒûÊ³
1741,20130701,Îç²Í,-9,ÒûÊ³
1742,20130701,Íí²Í,-9,ÒûÊ³
1743,20130702,Îç²Í,-9,ÒûÊ³
1744,20130702,Íí²Í,-9,ÒûÊ³
1745,20130702,Ê¡Í¼Í£³µ·Ñ,0,½»Í¨
1746,20130703,Îç²Í,-9,ÒûÊ³
1747,20130703,Íí²Í,-8,ÒûÊ³
1748,20130704,Îç²Í,-8,ÒûÊ³
1749,20130704,Íí²Í,-9,ÒûÊ³
1750,20130704,¾©¶«ÂòÊÖ»úµç³Ø,-39,µç×ÓÏû·Ñ
1751,20130704,¼ÒÀÖ¸£ÂòÑÀ¸à,-3,ÈÕ³£ÓÃÆ·
1752,20130704,¼ÒÀÖ¸£ÂòÊ³Æ·,-50,ÒûÊ³
1753,20130705,Îç²Í,-9,ÒûÊ³
1754,20130705,Íí²Í,-9,ÒûÊ³
1755,20130705,À¥Ã÷µ½Çú¾¸»ð³µÆ±,-23,ÂÃÐÐ
1756,20130707,6ÔÂ·ÝË®·Ñ,-6,Ë®µç
1757,20130706,Çú¾¸µ½À¥Ã÷µÄ»ð³µÆ±,-23,ÂÃÐÐ
1758,20130706,Çú¾¸¹«½»³µ·Ñ,-3,ÂÃÐÐ
1759,20130706,Çú¾¸×â×ÔÐÐ³µ·ÑÓÃ,-40,ÂÃÐÐ
1760,20130706,Çú¾¸ÂòË®,-8,ÂÃÐÐ
1761,20130706,Çú¾¸Õ´ÒæÎç²Í,-8,ÒûÊ³
1762,20130707,Çú¾¸Îç²Í,-6,ÒûÊ³
1763,20130707,Çú¾¸Íí²Í,-7,ÒûÊ³
1764,20130706,Ôç²Í,-2,ÒûÊ³
1765,20130708,2011ÄêË®·Ñ,-94,Ë®µç
1766,20130708,Îç²Í,-9,ÒûÊ³
1767,20130708,Íí²Í,-9,ÒûÊ³
1768,20130709,Îç²Í,-9,ÒûÊ³
1769,20130709,Íí²Í,-9,ÒûÊ³
1770,20130710,Îç²Í,-9,ÒûÊ³
1771,20130710,Íí²Í,-9,ÒûÊ³
1772,20130710,¹¤×Ê,1297,¹¤×Ê
1773,20130710,·¿×â,-400,·¿×â
1774,20130711,Îç²Í,-9,ÒûÊ³
1775,20130711,Íí²Í,-9,ÒûÊ³
1776,20130711,Ê¡Í¼Í£³µ·Ñ,0,½»Í¨
1777,20130711,ÎÖ¶ûÂêÂòÊ³Îï,-66,ÒûÊ³
1778,20130712,Îç²Í,-9,ÒûÊ³
1779,20130712,Íí²Í,-9,ÒûÊ³
1780,20130713,Îç²Í,-9,ÒûÊ³
1781,20130713,Íí²Í,-9,ÒûÊ³
1782,20130713,6ÔÂ·Ýµç·Ñ,-28,Ë®µç
1783,20130714,Îç²Í,-9,ÒûÊ³
1784,20130714,Íí²Í,-9,ÒûÊ³
1785,20130715,À¥Ã÷µ½¹óÖÝÆ½¹ØµÄ»ð³µÆ±,-16,ÂÃÐÐ
1786,20130716,¸»Ô´µ½À¥Ã÷»ð³µÆ±,-15,ÂÃÐÐ
1787,20130715,Æ½¹Øµ½¸»Ô´Ê¤¾³¹ØµÄ³µ·Ñ,-5,ÂÃÐÐ
1788,20130715,Íí²Í,-10,ÒûÊ³
1789,20130715,ÂòË®,-2,ÂÃÐÐ
1790,20130715,¸»Ô´×¡ËÞ,-30,ÂÃÐÐ
1791,20130716,Îç²Í,-8,ÒûÊ³
1792,20130717,Îç²Í,-9,ÒûÊ³
1793,20130717,Íí²Í,-9,ÒûÊ³
1794,20130718,Îç²Í,-9,ÒûÊ³
1795,20130718,Íí²Í,-9,ÒûÊ³
1796,20130718,ÎïÒµ·Ñ,-131,ÎïÒµ·Ñ
1797,20130719,Îç²Í,-9,ÒûÊ³
1798,20130719,Íí²Í,-9,ÒûÊ³
